,Primary_ISBN_10,Book_Title,Description,Author,Contributor,Publisher,Asterisk,Dagger,Amazon_URL,Review_Link,BestSeller_Date,Published_Date,Book_Category,BestSeller_Year,BestSeller_Week,Rank,Rank_Last_Week,Weeks_on_List
41064,1250237238,PERMANENT RECORD,A memoir by the former National Security Agency contractor who exposed the government’s mass surveillance program.,Edward Snowden,by Edward Snowden,Metropolitan/Holt,0,0,https://www.amazon.com/Permanent-Record-Edward-Snowden/dp/1250237238?tag=NYTBSREV-20,https://www.nytimes.com/2019/09/13/books/review-permanent-record-edward-snowden-memoir.html,11/2/19,11/17/19,Hardcover Nonfiction,2019,46,10,7,5
41065,1501178415,THE BOOK OF GUTSY WOMEN,Profiles of women from around the world who have blazed trails and challenged the status quo.,Hillary Rodham Clinton and Chelsea Clinton,by Hillary Rodham Clinton and Chelsea Clinton,Simon & Schuster,0,0,https://www.amazon.com/Book-Gutsy-Women-Favorite-Stories-Resilience/dp/1501178415?tag=NYTBSREV-20,,11/2/19,11/17/19,Hardcover Nonfiction,2019,46,11,14,5
41066,385539304,THE BODY,"An owner’s manual of the human body covering various parts, functions and what happens when things go wrong.",Bill Bryson,by Bill Bryson,Doubleday,0,0,https://www.amazon.com/Body-Guide-Occupants-Bill-Bryson/dp/0385539304?tag=NYTBSREV-20,https://www.nytimes.com/2019/10/15/books/review/the-body-a-guide-for-occupants-bill-bryson.html,11/2/19,11/17/19,Hardcover Nonfiction,2019,46,12,11,3
41067,1621579883,GUILTY BY REASON OF INSANITY,The conservative commentator contends that liberals have declared a political war against the current president.,David Limbaugh,by David Limbaugh,Regnery,0,1,https://www.amazon.com/Guilty-Reason-Insanity-Democrats-Must/dp/1621579883?tag=NYTBSREV-20,,11/2/19,11/17/19,Hardcover Nonfiction,2019,46,13,0,1
41068,125023722X,THE UNITED STATES OF TRUMP,The conservative commentator weaves interviews and personal history to portray the power and influence of the 45th president.,Bill O'Reilly,by Bill O'Reilly,Holt,0,0,https://www.amazon.com/United-States-Trump-President-America/dp/125023722X?tag=NYTBSREV-20,,11/2/19,11/17/19,Hardcover Nonfiction,2019,46,14,12,6
41069,081299311X,EDISON,"The Pulitzer Prize-winning author chronicles the personal life, inventions and obsessions of Thomas Alva Edison.",Edmund Morris,by Edmund Morris,Random House,0,0,https://www.amazon.com/Edison-Edmund-Morris/dp/081299311X?tag=NYTBSREV-20,https://www.nytimes.com/2019/10/22/books/review/edison-edmund-morris.html,11/2/19,11/17/19,Hardcover Nonfiction,2019,46,15,0,1
41160,399593543,BLUE MOON,Jack Reacher gets caught up in a turf war between Ukrainian and Albanian gangs.,Lee Child,by Lee Child,Delacorte,0,0,https://www.amazon.com/Blue-Moon-Jack-Reacher-Novel/dp/0399593543?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,1,1,2
41161,385544189,THE GUARDIANS,"Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case.",John Grisham,by John Grisham,Doubleday,0,0,https://www.amazon.com/Guardians-Novel-John-Grisham/dp/0385544189?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,2,2,4
41162,525541829,FINAL OPTION,The 14th book of the Oregon Files series. Juan Cabrillo’s enemy has replicated a state-of-the-art ship.,Clive Cussler and Boyd Morrison,by Clive Cussler and Boyd Morrison,Putnam,0,0,https://www.amazon.com/Final-Option-Oregon-Files-Book-ebook/dp/B07MD3BV79?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,3,0,1
41163,038554121X,THE STARLESS SEA,Zachary Ezra Rawlins fights to save a labyrinthine underground repository of stories.,Erin Morgenstern,by Erin Morgenstern,Doubleday,0,0,https://www.amazon.com/Starless-Sea-Novel-Erin-Morgenstern/dp/038554121X?tag=NYTBSREV-20,https://www.nytimes.com/2019/10/25/books/review/starless-sea-erin-morgenstern.html,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,4,0,1
41164,None,THE NIGHT FIRE,Harry Bosch and Renée Ballard return to take up a case that held the attention of Bosch’s mentor.,Michael Connelly,by Michael Connelly,"Little, Brown",0,0,https://www.amazon.com/Night-Renée-Ballard-Harry-Bosch/dp/0316485616?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,5,3,3
41165,735219095,WHERE THE CRAWDADS SING,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",Delia Owens,by Delia Owens,Putnam,0,0,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,6,4,61
41166,1501171712,KISS THE GIRLS AND MAKE THEM CRY,An investigative journalist seeks to uncover sexual misconduct at a television news network.,Mary Higgins Clark,by Mary Higgins Clark,Simon & Schuster,0,0,https://www.amazon.com/Kiss-Girls-Make-Them-Cry-ebook/dp/B07H7TWMQD?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,7,0,1
41167,1984803557,LEOPARD'S WRATH,The 12th book in the Leopard Series. Will Mitya and Ania's pasts get in the way of the hunger they have for each other?,Christine Feehan,by Christine Feehan,Berkley,0,0,https://www.amazon.com/Leopards-Wrath-Leopard-Novel-Book-ebook/dp/B07NKNV81V?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,8,0,1
41168,None,"OLIVE, AGAIN","In a follow-up to the Pulitzer Prize-winning novel “Olive Kitteridge,” new relationships, including a second marriage, are encountered in a seaside town in Maine.",Elizabeth Strout,by Elizabeth Strout,Random House,0,0,https://www.amazon.com/Olive-Again-Novel-Elizabeth-Strout/dp/0812996542?tag=NYTBSREV-20,https://www.nytimes.com/2019/10/15/books/review/elizabeth-strout-olive-again.html,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,9,0,3
41169,399562486,THE GIVER OF STARS,"In Depression-era America, five women refuse to be cowed by men or convention as they deliver books throughout the mountains of Kentucky.",Jojo Moyes,by Jojo Moyes,Pamela Dorman/Viking,0,0,https://www.amazon.com/Giver-Stars-Novel-Jojo-Moyes/dp/0399562486?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,10,5,4
41170,1501190121,THE FAMILY UPSTAIRS,"Libby Jones learns the identity of her parents and inherits a London mansion, but this comes with a mystery of multiple murders.",Lisa Jewell,by Lisa Jewell,Atria,0,0,https://www.amazon.com/Family-Upstairs-Novel-Lisa-Jewell-ebook/dp/B07P5HB99D?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,11,0,1
41171,62963678,THE DUTCH HOUSE,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.,Ann Patchett,by Ann Patchett,Harper,0,0,https://www.amazon.com/Dutch-House-Novel-Ann-Patchett/dp/0062963678?tag=NYTBSREV-20,https://www.nytimes.com/2019/09/21/books/review-dutch-house-ann-patchett.html,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,12,6,7
41172,316420271,THE 19TH CHRISTMAS,"In the 19th installment of the Women's Murder Club series, detective Lindsay Boxer and company take on a fearsome criminal known only as ""Loman.""",James Patterson and Maxine Paetro,by James Patterson and Maxine Paetro,"Little, Brown",0,0,https://www.amazon.com/19th-Christmas-Womens-Murder-Club-ebook/dp/B07P1SSF9S?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,13,8,5
41173,None,THE DESERTER,Two members of the Criminal Investigation Division must bring back a Delta Force soldier who disappeared.,Nelson DeMille and Alex DeMille,by Nelson DeMille and Alex DeMille,Simon & Schuster,0,0,https://www.amazon.com/Deserter-Novel-Nelson-DeMille/dp/1501101757?tag=NYTBSREV-20,,11/9/19,11/24/19,Combined Print and E-Book Fiction,2019,47,14,9,3
